FileName,PreProcessor,RestartPolicy,Bandit,AssignmentAlgorithm,hasSolution,Time,PreprocessTime
test8__004s.cnf,lighter-NiVER,None,None,VSIDS,True,0.02839946746826172,0.023999452590942383
test8__004s.cnf,lighter-NiVER,None,None,ERWA,True,0.02831292152404785,0.02406454086303711
test8__004s.cnf,lighter-NiVER,None,None,RSR,True,0.03339076042175293,0.024602651596069336
test8__004s.cnf,lighter-NiVER,None,None,LRB,True,0.032016754150390625,0.024981260299682617
test8__004s.cnf,lighter-NiVER,None,None,CHB,True,0.027387619018554688,0.022243499755859375
test8__004s.cnf,None,MLR,UCB,/,True,0.030731201171875,0
test8__004s.cnf,None,MLR,None,VSIDS,True,0.03133988380432129,0
test8__004s.cnf,None,MLR,None,ERWA,True,0.030043363571166992,0
test8__004s.cnf,None,MLR,None,RSR,True,0.03591346740722656,0
test8__004s.cnf,None,MLR,None,LRB,True,0.03649282455444336,0
test8__004s.cnf,None,MLR,None,CHB,True,0.02891063690185547,0
test8__004s.cnf,None,None,None,VSIDS,True,0.02899909019470215,0
test8__004s.cnf,None,None,None,ERWA,True,0.02656722068786621,0
test8__004s.cnf,None,None,None,RSR,True,0.031992197036743164,0
test8__004s.cnf,None,None,None,LRB,True,0.032564640045166016,0
test8__004s.cnf,None,None,None,CHB,True,0.02913975715637207,0
test9_about34s.cnf,lighter-NiVER,MLR,UCB,/,True,128.6289246082306,0.02000594139099121
test9_about34s.cnf,lighter-NiVER,MLR,None,VSIDS,True,5.5812132358551025,0.0186917781829834
test9_about34s.cnf,lighter-NiVER,MLR,None,ERWA,True,192.87316608428955,0.01918816566467285
TIMEOUT,test9_about34s.cnf,lighter-NiVER,MLR,None
test9_about34s.cnf,lighter-NiVER,MLR,None,LRB,True,39.910011768341064,0.019617319107055664
test9_about34s.cnf,lighter-NiVER,MLR,None,CHB,True,5.349812984466553,0.02100062370300293
test9_about34s.cnf,lighter-NiVER,None,None,VSIDS,True,32.313443422317505,0.018987655639648438
TIMEOUT,test9_about34s.cnf,lighter-NiVER,None,None
test9_about34s.cnf,lighter-NiVER,None,None,RSR,True,7.714702129364014,0.01890397071838379
test9_about34s.cnf,lighter-NiVER,None,None,LRB,True,28.322866201400757,0.01973724365234375
test9_about34s.cnf,lighter-NiVER,None,None,CHB,True,8.543975591659546,0.01998448371887207
test9_about34s.cnf,None,MLR,UCB,/,True,24.365646362304688,0
test9_about34s.cnf,None,MLR,None,VSIDS,True,46.00080704689026,0
test9_about34s.cnf,None,MLR,None,ERWA,True,31.20808506011963,0
TIMEOUT,test9_about34s.cnf,None,MLR,None
TIMEOUT,test9_about34s.cnf,None,MLR,None
TIMEOUT,test9_about34s.cnf,None,MLR,None
test9_about34s.cnf,None,None,None,VSIDS,True,14.021568298339844,0
TIMEOUT,test9_about34s.cnf,None,None,None
test9_about34s.cnf,None,None,None,RSR,True,8.764200925827026,0
test9_about34s.cnf,None,None,None,LRB,True,11.783686399459839,0
test9_about34s.cnf,None,None,None,CHB,True,7.83458137512207,0
